dataset,algorithm,quantity,rmse,train_time,predict_time,n_ins,n_outs,n_filters,n_kernels,n_epochs,n_batch,n_diff,res_sizes,n_leaking_rate,spectral_rads,n_nodes,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
longterm,esn,datarate,167.5113766,0.44568181,0.082529068,20,1,,,,,,600,0.8,0.9,,,,,,,,,
longterm,esn,datarate,1100.344914,0.905129194,0.188730955,20,1,,,,,,1000,0.1,0.1,,,,,,,,,
longterm,esn,datarate,574.146196,1.018776894,0.183624983,20,1,,,,,,1000,0.1,0.3,,,,,,,,,
longterm,esn,datarate,409.6862981,1.071140051,0.181463003,20,1,,,,,,1000,0.1,0.5,,,,,,,,,
longterm,esn,datarate,449.8115878,1.215898037,0.191422224,20,1,,,,,,1000,0.1,0.7,,,,,,,,,
longterm,esn,datarate,431.6515079,1.183016062,0.187816858,20,1,,,,,,1000,0.1,0.9,,,,,,,,,
longterm,esn,datarate,1830.085101,1.059019089,0.198457956,20,1,,,,,,1000,0.2,0.1,,,,,,,,,
longterm,esn,datarate,566.1482676,1.035050154,0.193357944,20,1,,,,,,1000,0.2,0.3,,,,,,,,,
longterm,esn,datarate,530.3796366,1.120946884,0.185289145,20,1,,,,,,1000,0.2,0.5,,,,,,,,,
longterm,esn,datarate,498.5388176,1.048439026,0.187556982,20,1,,,,,,1000,0.2,0.7,,,,,,,,,
longterm,esn,datarate,385.124156,1.147936821,0.187166929,20,1,,,,,,1000,0.2,0.9,,,,,,,,,
longterm,esn,datarate,635.855037,1.272356987,0.187111139,20,1,,,,,,1000,0.3,0.1,,,,,,,,,
longterm,esn,datarate,555.2694333,1.205485106,0.194218159,20,1,,,,,,1000,0.3,0.3,,,,,,,,,
longterm,esn,datarate,461.0587705,1.085744858,0.184192896,20,1,,,,,,1000,0.3,0.5,,,,,,,,,
longterm,esn,datarate,401.0115597,1.092579126,0.275774956,20,1,,,,,,1000,0.3,0.7,,,,,,,,,
longterm,esn,datarate,441.4570505,0.923346996,0.216069937,20,1,,,,,,1000,0.3,0.9,,,,,,,,,
longterm,esn,datarate,1204.49936,1.310956955,0.189899206,20,1,,,,,,1000,0.5,0.1,,,,,,,,,
longterm,esn,datarate,548.4258458,1.0866189,0.190308094,20,1,,,,,,1000,0.5,0.3,,,,,,,,,
longterm,esn,datarate,480.1391761,1.107452154,0.189612865,20,1,,,,,,1000,0.5,0.5,,,,,,,,,
longterm,esn,datarate,381.657141,1.351706982,0.179636955,20,1,,,,,,1000,0.5,0.7,,,,,,,,,
longterm,esn,datarate,334.0099443,1.149480104,0.185975075,20,1,,,,,,1000,0.5,0.9,,,,,,,,,
longterm,esn,datarate,659.4195729,1.232527018,0.187666178,20,1,,,,,,1000,0.8,0.1,,,,,,,,,
longterm,esn,datarate,469.2934721,1.372969151,0.182965994,20,1,,,,,,1000,0.8,0.3,,,,,,,,,
longterm,esn,datarate,359.5208428,1.187856913,0.204831123,20,1,,,,,,1000,0.8,0.5,,,,,,,,,
longterm,esn,datarate,332.3214963,1.011215925,0.206246138,20,1,,,,,,1000,0.8,0.7,,,,,,,,,
longterm,esn,datarate,252.9644221,1.020552874,0.201258898,20,1,,,,,,1000,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,16871557.52,0.051849127,0.015623093,5,1,,,,,,50,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,15759116.5,0.064893007,0.015465975,5,1,,,,,,50,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,14386683.97,0.065197229,0.015448809,5,1,,,,,,50,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,14248488.85,0.065996885,0.015501976,5,1,,,,,,50,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,14389955.99,0.065121174,0.015396833,5,1,,,,,,50,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,16628489.4,0.091031075,0.015486956,5,1,,,,,,50,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,15953442.36,0.065752983,0.015450001,5,1,,,,,,50,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,14568924.23,0.065426111,0.015467882,5,1,,,,,,50,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,14397296.54,0.088150024,0.015501976,5,1,,,,,,50,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,14039077.37,0.072448969,0.015601158,5,1,,,,,,50,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,16978267.78,0.065907955,0.015616894,5,1,,,,,,50,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,15633443.34,0.066237211,0.015547991,5,1,,,,,,50,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,14636527.75,0.065313101,0.015780926,5,1,,,,,,50,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,13708611.31,0.067173958,0.015522003,5,1,,,,,,50,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,14267949.05,0.105251074,0.030977964,5,1,,,,,,50,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,16450543.83,0.068141937,0.015494108,5,1,,,,,,50,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,16164206.86,0.066297054,0.01561594,5,1,,,,,,50,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,13926148.01,0.067280054,0.015635014,5,1,,,,,,50,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,14260130.88,0.101665974,0.015758991,5,1,,,,,,50,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,13403988.48,0.077478886,0.015612125,5,1,,,,,,50,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,17368836.19,0.089958906,0.015810013,5,1,,,,,,50,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,15797767.15,0.066297054,0.015740156,5,1,,,,,,50,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,14206736.65,0.066138983,0.015563011,5,1,,,,,,50,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,13981617.76,0.066226006,0.015527964,5,1,,,,,,50,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,13357223.86,0.066065073,0.015731096,5,1,,,,,,50,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,17346379.1,0.091250181,0.020907879,5,1,,,,,,100,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,15289666.81,0.149842978,0.021888018,5,1,,,,,,100,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,14596170.34,0.180821896,0.021245003,5,1,,,,,,100,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,13877737.03,0.114753962,0.020921946,5,1,,,,,,100,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,13402144.64,0.128529787,0.021467924,5,1,,,,,,100,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,17104826.1,0.154406071,0.020940065,5,1,,,,,,100,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,14753881.62,0.122647047,0.040546894,5,1,,,,,,100,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,13883169.22,0.154628992,0.02304697,5,1,,,,,,100,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,14159874.84,0.10297513,0.022851944,5,1,,,,,,100,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,13811068.83,0.098862886,0.022917986,5,1,,,,,,100,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,20579595.73,0.142205954,0.023020029,5,1,,,,,,100,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,14462915.7,0.099682808,0.022864819,5,1,,,,,,100,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,14022832.78,0.120294809,0.02303195,5,1,,,,,,100,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,13338073.42,0.100073099,0.023118973,5,1,,,,,,100,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,12717745.94,0.100494862,0.023062944,5,1,,,,,,100,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,17099169.11,0.098923922,0.022868156,5,1,,,,,,100,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,14353131.32,0.140733004,0.023133993,5,1,,,,,,100,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,13269906.83,0.121944904,0.022660017,5,1,,,,,,100,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,12909090.04,0.114449024,0.040997028,5,1,,,,,,100,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,12923896.83,0.214650154,0.021376848,5,1,,,,,,100,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,17270642.71,0.09092617,0.021014929,5,1,,,,,,100,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,14428316.29,0.090583801,0.021029949,5,1,,,,,,100,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,14095339.05,0.150085926,0.020900011,5,1,,,,,,100,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,12891207.37,0.131244898,0.040958166,5,1,,,,,,100,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,12883831.44,0.116098881,0.021309137,5,1,,,,,,100,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,24248115.45,0.305544853,0.028730154,5,1,,,,,,200,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,14988338.01,0.130036831,0.028910875,5,1,,,,,,200,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,13894488.57,0.131974936,0.029867172,5,1,,,,,,200,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,13895052.8,0.220554113,0.02856493,5,1,,,,,,200,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,13522210.64,0.18747282,0.059790134,5,1,,,,,,200,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,22067991.76,0.255133867,0.028838158,5,1,,,,,,200,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,20211417.45,0.1319139,0.029025078,5,1,,,,,,200,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,16533136.68,0.298310995,0.029654026,5,1,,,,,,200,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,13599967.02,0.237816095,0.028450012,5,1,,,,,,200,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,14470986.31,0.305259943,0.058221102,5,1,,,,,,200,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,28770140.91,0.210220098,0.0283041,5,1,,,,,,200,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,18656168.37,0.148736954,0.02818799,5,1,,,,,,200,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,14243975.59,0.171856165,0.028566837,5,1,,,,,,200,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,14628522.36,0.130044937,0.028623104,5,1,,,,,,200,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,13875848.32,0.198390961,0.028638124,5,1,,,,,,200,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,20419074.84,0.314049959,0.028713942,5,1,,,,,,200,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,14452683.07,0.218813896,0.030323029,5,1,,,,,,200,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,13168599.13,0.195626974,0.029876947,5,1,,,,,,200,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,13365473.1,0.131145,0.028676987,5,1,,,,,,200,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,13731457.34,0.154646158,0.028373003,5,1,,,,,,200,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,23738317.65,0.144044876,0.028573036,5,1,,,,,,200,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,16883653.39,0.12972188,0.028572083,5,1,,,,,,200,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,13706214.61,0.196213007,0.030210018,5,1,,,,,,200,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,14396932.99,0.24842,0.030290842,5,1,,,,,,200,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,13697041.32,0.175860167,0.029291868,5,1,,,,,,200,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,40998234.26,0.239741087,0.046698093,5,1,,,,,,400,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,33331079.47,0.276226997,0.047286987,5,1,,,,,,400,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,29361149.59,0.29653883,0.045673847,5,1,,,,,,400,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,35991202.43,0.23725605,0.045608997,5,1,,,,,,400,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,24705256.31,0.241995811,0.045845032,5,1,,,,,,400,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,41967671.61,0.262488127,0.047121048,5,1,,,,,,400,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,42859389.3,0.372613907,0.044176817,5,1,,,,,,400,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,28217195.46,0.291906118,0.045682907,5,1,,,,,,400,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,36441890.1,0.346366882,0.04539609,5,1,,,,,,400,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,47929317.78,0.25124383,0.044342995,5,1,,,,,,400,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,91137071.36,0.308696985,0.045976877,5,1,,,,,,400,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,49915225.17,0.268371105,0.045994997,5,1,,,,,,400,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,19920950.62,0.289732933,0.047039986,5,1,,,,,,400,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,26921554.88,0.479890108,0.045645952,5,1,,,,,,400,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,19248190.66,0.236247063,0.045542955,5,1,,,,,,400,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,120071567.6,0.263149023,0.0455091,5,1,,,,,,400,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,19645881.71,0.211062908,0.047106028,5,1,,,,,,400,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,25503924.61,0.326504946,0.044190168,5,1,,,,,,400,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,20866184.91,0.310094118,0.04551506,5,1,,,,,,400,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,26098224.31,0.302756071,0.045109987,5,1,,,,,,400,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,57144720.42,0.281434059,0.10425806,5,1,,,,,,400,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,24496553.39,0.265985012,0.046463013,5,1,,,,,,400,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,18786299.77,0.298233986,0.047403097,5,1,,,,,,400,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,17371351.89,0.295207024,0.046611071,5,1,,,,,,400,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,16621409.97,0.259217978,0.081663132,5,1,,,,,,400,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,522576375.1,0.428104162,0.075417042,5,1,,,,,,600,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,59445271.13,0.369462967,0.063200951,5,1,,,,,,600,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,124143747.1,0.45159483,0.115754843,5,1,,,,,,600,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,118179578.7,0.452050209,0.067490101,5,1,,,,,,600,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,102068771.2,0.3945961,0.062968016,5,1,,,,,,600,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,94464842.99,0.411779881,0.10550189,5,1,,,,,,600,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,164054059.6,0.484500885,0.076948881,5,1,,,,,,600,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,119065432.8,0.357838154,0.066029072,5,1,,,,,,600,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,112905829.4,0.409763098,0.066761017,5,1,,,,,,600,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,237259265.6,0.400240183,0.068022013,5,1,,,,,,600,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,111649273.6,0.477726936,0.066676855,5,1,,,,,,600,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,71078845.99,0.364236116,0.066792965,5,1,,,,,,600,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,126868838.2,0.501935005,0.066743851,5,1,,,,,,600,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,33576783.47,0.505715132,0.066629171,5,1,,,,,,600,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,32190928.23,0.433004856,0.065685987,5,1,,,,,,600,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,397231602.9,0.484622002,0.066925049,5,1,,,,,,600,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,107521820.2,0.390604019,0.062272072,5,1,,,,,,600,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,52398398.14,0.477190018,0.066753864,5,1,,,,,,600,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,56439508.66,0.316518068,0.092674017,5,1,,,,,,600,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,46651987.92,0.406188965,0.068416119,5,1,,,,,,600,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,325798682.8,0.554015875,0.067816019,5,1,,,,,,600,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,40493847.91,0.379389048,0.067207098,5,1,,,,,,600,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,50484240.82,0.564065933,0.067305088,5,1,,,,,,600,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,30123352.53,0.412688017,0.063807011,5,1,,,,,,600,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,29576566.11,0.493186951,0.067222834,5,1,,,,,,600,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,6412089329,0.929049969,0.149209023,5,1,,,,,,1000,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,619313091.7,0.901185036,0.152383089,5,1,,,,,,1000,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,1105629258,0.900378942,0.153224945,5,1,,,,,,1000,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,1982854329,0.822580099,0.148013115,5,1,,,,,,1000,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,1132052592,0.862170935,0.192758799,5,1,,,,,,1000,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,3015315940,0.847099066,0.150201082,5,1,,,,,,1000,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,3470665168,0.92937398,0.149509192,5,1,,,,,,1000,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,368354398.8,0.856612206,0.150259018,5,1,,,,,,1000,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,906534531.2,0.788290977,0.170758009,5,1,,,,,,1000,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,230561067,0.8404212,0.142008066,5,1,,,,,,1000,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,2553638408,0.864552021,0.200414896,5,1,,,,,,1000,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,261783719.9,1.05272603,0.147161961,5,1,,,,,,1000,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,132625200.6,0.875867844,0.149033785,5,1,,,,,,1000,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,342897327.7,0.966264963,0.229770899,5,1,,,,,,1000,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,368682255.6,0.966716051,0.149075985,5,1,,,,,,1000,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,295750054.8,0.957528114,0.147521019,5,1,,,,,,1000,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,359042747.2,0.883438826,0.152400017,5,1,,,,,,1000,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,294268414.3,0.957984924,0.148478031,5,1,,,,,,1000,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,237536680.2,0.757555008,0.15020299,5,1,,,,,,1000,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,185354168.6,0.834806919,0.148496151,5,1,,,,,,1000,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,510493466.8,0.91989398,0.151417017,5,1,,,,,,1000,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,452173051.5,1.016190052,0.150753021,5,1,,,,,,1000,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,131502105.8,0.99191308,0.151658058,5,1,,,,,,1000,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,63514573.95,1.081298828,0.149369001,5,1,,,,,,1000,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,45770036.55,0.861764908,0.148043156,5,1,,,,,,1000,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,14268048.84,0.066910982,0.015886068,10,1,,,,,,50,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,14209375.18,0.079813004,0.015901089,10,1,,,,,,50,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,13601487.02,0.067259073,0.015955925,10,1,,,,,,50,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,14013485.13,0.067593813,0.015958786,10,1,,,,,,50,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,13573844.29,0.067531109,0.016168118,10,1,,,,,,50,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,14359047.65,0.067203999,0.015877962,10,1,,,,,,50,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,13835265.18,0.067424059,0.01610589,10,1,,,,,,50,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,13888666.43,0.073348045,0.01949811,10,1,,,,,,50,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,14149166.69,0.065881968,0.01580286,10,1,,,,,,50,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,13964299.05,0.08734107,0.015914917,10,1,,,,,,50,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,13606504.9,0.092464924,0.017442942,10,1,,,,,,50,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,13806423.18,0.098592043,0.016479015,10,1,,,,,,50,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,13645461.15,0.068216085,0.016068935,10,1,,,,,,50,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,14178034.56,0.067489862,0.015858173,10,1,,,,,,50,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,13976515.87,0.067233801,0.016072035,10,1,,,,,,50,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,14178867.14,0.067820072,0.015897036,10,1,,,,,,50,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,13590514.61,0.083630085,0.019732952,10,1,,,,,,50,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,14340157,0.06593895,0.015869141,10,1,,,,,,50,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,14253294.4,0.067679882,0.016083956,10,1,,,,,,50,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,13474176.71,0.067574024,0.016076088,10,1,,,,,,50,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,14239671,0.067684174,0.016093016,10,1,,,,,,50,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,14383812.5,0.067777157,0.016240835,10,1,,,,,,50,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,14447464.17,0.067970037,0.016048193,10,1,,,,,,50,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,13703637.19,0.067660093,0.016566038,10,1,,,,,,50,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,13514146.18,0.075885057,0.01589489,10,1,,,,,,50,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,13544288.37,0.093218803,0.021792889,10,1,,,,,,100,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,13229787.1,0.093780994,0.021925926,10,1,,,,,,100,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,13519124.46,0.093870878,0.021853209,10,1,,,,,,100,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,13258816.91,0.131253004,0.021893024,10,1,,,,,,100,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,13617183.79,0.094342947,0.021930933,10,1,,,,,,100,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,14449506.27,0.156351805,0.021986008,10,1,,,,,,100,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,13231447.54,0.171262026,0.021481037,10,1,,,,,,100,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,12991599.87,0.10088706,0.021744967,10,1,,,,,,100,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,13677732.77,0.135062933,0.021966934,10,1,,,,,,100,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,13133145.81,0.157809019,0.021897078,10,1,,,,,,100,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,14682609.53,0.138228893,0.021972895,10,1,,,,,,100,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,13293746.88,0.094706059,0.021902084,10,1,,,,,,100,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,13356693.29,0.170741081,0.021604061,10,1,,,,,,100,0.3,0.5,,,,,,,,,
longterm,esn,packetrate,14209567.41,0.160470963,0.041260958,10,1,,,,,,100,0.3,0.7,,,,,,,,,
longterm,esn,packetrate,13556528.85,0.134521008,0.021767139,10,1,,,,,,100,0.3,0.9,,,,,,,,,
longterm,esn,packetrate,15055144.84,0.093458176,0.02184391,10,1,,,,,,100,0.5,0.1,,,,,,,,,
longterm,esn,packetrate,13142735.65,0.117736101,0.035815954,10,1,,,,,,100,0.5,0.3,,,,,,,,,
longterm,esn,packetrate,13042977.88,0.154194832,0.021732807,10,1,,,,,,100,0.5,0.5,,,,,,,,,
longterm,esn,packetrate,13397870.76,0.166383028,0.02163291,10,1,,,,,,100,0.5,0.7,,,,,,,,,
longterm,esn,packetrate,12949374.5,0.113557816,0.021855831,10,1,,,,,,100,0.5,0.9,,,,,,,,,
longterm,esn,packetrate,16208967.58,0.094782114,0.021902084,10,1,,,,,,100,0.8,0.1,,,,,,,,,
longterm,esn,packetrate,13912525.92,0.243224144,0.022688866,10,1,,,,,,100,0.8,0.3,,,,,,,,,
longterm,esn,packetrate,13396809.41,0.124682903,0.022515059,10,1,,,,,,100,0.8,0.5,,,,,,,,,
longterm,esn,packetrate,13695262.75,0.224866867,0.021967888,10,1,,,,,,100,0.8,0.7,,,,,,,,,
longterm,esn,packetrate,13176428.28,0.181624889,0.02188611,10,1,,,,,,100,0.8,0.9,,,,,,,,,
longterm,esn,packetrate,15288000.15,0.133826017,0.029639006,10,1,,,,,,200,0.1,0.1,,,,,,,,,
longterm,esn,packetrate,14230745.78,0.195373058,0.030258894,10,1,,,,,,200,0.1,0.3,,,,,,,,,
longterm,esn,packetrate,13375070.83,0.179495096,0.030272961,10,1,,,,,,200,0.1,0.5,,,,,,,,,
longterm,esn,packetrate,13576190.3,0.162017822,0.029910088,10,1,,,,,,200,0.1,0.7,,,,,,,,,
longterm,esn,packetrate,13833189.88,0.190797806,0.029963017,10,1,,,,,,200,0.1,0.9,,,,,,,,,
longterm,esn,packetrate,16095150.5,0.15864706,0.031290054,10,1,,,,,,200,0.2,0.1,,,,,,,,,
longterm,esn,packetrate,13754641.12,0.155063868,0.02996397,10,1,,,,,,200,0.2,0.3,,,,,,,,,
longterm,esn,packetrate,13844611.54,0.134634018,0.029755831,10,1,,,,,,200,0.2,0.5,,,,,,,,,
longterm,esn,packetrate,13338268.28,0.133774996,0.030630112,10,1,,,,,,200,0.2,0.7,,,,,,,,,
longterm,esn,packetrate,13033664.47,0.149591923,0.029710054,10,1,,,,,,200,0.2,0.9,,,,,,,,,
longterm,esn,packetrate,15472590.17,0.165365934,0.029810905,10,1,,,,,,200,0.3,0.1,,,,,,,,,
longterm,esn,packetrate,14090479.19,0.201114178,0.029953957,10,1,,,,,,200,0.3,0.3,,,,,,,,,
longterm,esn,packetrate,13309613.93,0.22107482,0.030938864,10,1,,,,,,200,0.3,0.5,,,,,,,,,
